"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981/1982","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","13296","","","","0"
"1981/1982","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","25522","","","","0"
"1981/1982","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","12226","","","","0"
"1981/1982","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","9068","","","","0"
"1981/1982","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-5665","","","","0"
"1981/1982","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-148","","","","0"
"1981/1982","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16030","","","","0"
"1981/1982","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","8779","","","","0"
"1981/1982","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","5165","","","","0"
"1981/1982","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","1053","","","","0"
"1981/1982","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","1974","","","","0"
"1981/1982","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","921","","","","0"
"1981/1982","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","642","","","","0"
"1981/1982","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-2625","","","","0"
"1981/1982","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","299","","","","0"
"1981/1982","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","17359","","","","0"
"1981/1982","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","7822","","","","0"
"1981/1982","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","2371","","","","0"
"1981/1982","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","563","","","","0"
"1981/1982","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","1008","","","","0"
"1981/1982","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","445","","","","0"
"1981/1982","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","72","","","","0"
"1981/1982","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-323","","","","0"
"1981/1982","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","-271","","","","0"
"1981/1982","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","44016","","","","0"
"1981/1982","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","13002","","","","0"
"1981/1982","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","20642","","","","0"
"1981/1982","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","4852","","","","0"
"1981/1982","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","8462","","","","0"
"1981/1982","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","3610","","","","0"
"1981/1982","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","1046","","","","0"
"1981/1982","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","36562","","","","0"
"1981/1982","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","-5689","","","","0"
"1981/1982","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","42664","","","","0"
"1981/1982","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","20165","","","","0"
"1981/1982","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","22126","","","","0"
"1981/1982","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","3838","","","","0"
"1981/1982","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","7254","","","","0"
"1981/1982","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","3416","","","","0"
"1981/1982","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","1377","","","","0"
"1981/1982","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","8705","","","","0"
"1981/1982","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","-914","","","","0"
"1981/1982","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","547","","","","0"
"1981/1982","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","141","","","","0"
"1981/1982","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","93","","","","0"
"1981/1982","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","46","","","","0"
"1981/1982","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","90","","","","0"
"1981/1982","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","44","","","","0"
"1981/1982","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","1","","","","0"
"1981/1982","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","81","","","","0"
"1981/1982","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","253","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Births","Persons","249","units","0","v391073","13.1","1306","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Deaths","Persons","249","units","0","v391088","13.2","229","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Immigrants","Persons","249","units","0","v391103","13.3","95","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Net emigration","Persons","249","units","0","v1566834755","13.13","21","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Emigrants","Persons","249","units","0","v29768574","13.9","32","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Returning emigrants","Persons","249","units","0","v29768575","13.10","11","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Net non-permanent residents","Persons","249","units","0","v29768577","13.12","109","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Net interprovincial migration","Persons","249","units","0","v391132","13.5","382","","","","0"
"1981/1982","Northwest Territories including Nunavut","","Residual deviation","Persons","249","units","0","v391177","13.8","275","","","","0"
"1982/1983","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","373594","","","","0"
"1982/1983","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","176522","","","","0"
"1982/1983","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","101404","","","","0"
"1982/1983","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","31121","","","","0"
"1982/1983","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","59226","","","","0"
"1982/1983","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","28105","","","","0"
"1982/1983","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","3770","","","","0"
"1982/1983","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21616","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","9142","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","3465","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","356","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","299","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","563","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","264","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","48","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","1829","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-2242","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1910","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1011","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","139","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","35","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","88","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","53","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","11","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","636","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-136","","","","0"
"1982/1983","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","12317","","","","0"
"1982/1983","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","7085","","","","0"
"1982/1983","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","937","","","","0"
"1982/1983","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","266","","","","0"
"1982/1983","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","468","","","","0"
"1982/1983","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","202","","","","0"
"1982/1983","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","321","","","","0"
"1982/1983","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3791","","","","0"
"1982/1983","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-764","","","","0"
"1982/1983","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10620","","","","0"
"1982/1983","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5356","","","","0"
"1982/1983","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","662","","","","0"
"1982/1983","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","531","","","","0"
"1982/1983","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","887","","","","0"
"1982/1983","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","356","","","","0"
